

Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |t90     |t90_error|flux_64 |flux_64_error|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_phtflux|pflx_comp_phtflux_error|
|GRB101204343|12 47 38.4|+55 40 12|   0.128|    0.091|  6.5674|       0.9490|   4.659605e+02|           1.516753e+02|           1.516753e+02|  -4.791817e-01|           4.264199e-01|           4.264199e-01|     9.326763e+00|           1.174553e+00|
|GRB101208203|14 09 36.0|+04 02 24|   0.192|    1.478|  4.6216|       1.0018|   4.836549e+02|           2.919322e+02|           2.919322e+02|  -4.733753e-01|           4.809545e-01|           4.809545e-01|     5.383141e+00|           9.889943e-01|
|GRB101216721|18 57 04.8|-20 58 12|   1.917|    0.551| 25.0821|       1.8379|   1.707539e+02|           1.924828e+01|           1.924828e+01|  -4.462762e-01|           1.980401e-01|           1.980401e-01|     2.444725e+01|           1.630805e+00|
|GRB101224227|19 03 42.2|+45 42 54|   1.728|    1.680|  6.7094|       1.0397|   4.460818e+02|           2.707855e+02|           2.707855e+02|  -6.923760e-01|           4.714013e-01|           4.714013e-01|     6.205872e+00|           1.168595e+00|
|GRB110131780|12 15 09.6|+72 54 36|   0.384|    1.478|  4.3925|       1.2642|   1.894557e+02|           4.835522e+01|           4.835522e+01|   1.357604e-01|           9.596663e-01|           9.596663e-01|     3.997153e+00|           1.022915e+00|
|GRB110212550|20 45 19.2|-74 30 00|   0.064|    0.036| 17.3369|       1.1526|   3.321190e+02|           4.901166e+01|           4.901166e+01|  -3.728122e-01|           1.730052e-01|           1.730052e-01|     1.722856e+01|           1.224424e+00|
|GRB110213876|00 25 07.2|+27 32 24|   0.448|    0.870|  3.7575|       0.7850|   3.130786e+02|           8.543095e+01|           8.543095e+01|   6.855045e-01|           1.283804e+00|           1.283804e+00|     3.237033e+00|           8.108609e-01|
|GRB110227009|09 54 52.8|-54 02 24|   1.728|    0.653|  3.6865|       0.9441|   1.436871e+02|           3.613059e+01|           3.613059e+01|   1.092086e+00|           1.388442e+00|           1.388442e+00|     3.355193e+00|           8.321281e-01|
|GRB110409179|15 54 48.0|-34 19 12|   0.128|    0.143|  9.6530|       0.9644|   3.739791e+02|           6.907538e+01|           6.907538e+01|   8.595188e-02|           3.291454e-01|           3.291454e-01|     1.067351e+01|           1.125224e+00|
|GRB110420946|21 20 10.8|-41 16 37|   0.128|    0.516| 12.0130|       1.7813|   3.390917e+02|           6.380560e+01|           6.380560e+01|  -1.403534e-01|           4.078647e-01|           4.078647e-01|     1.170749e+01|           1.530754e+00|
|GRB110422029|15 06 45.6|+43 01 12|   0.320|    0.453|  6.8095|       1.0867|   9.991007e+02|           5.364629e+02|           5.364629e+02|  -9.095069e-01|           1.920162e-01|           1.920162e-01|     6.412599e+00|           9.673817e-01|
|GRB110424758|19 33 14.4|-11 07 12|   0.672|    1.120|  4.8425|       1.0084|   3.333569e+02|           9.617076e+01|           9.617076e+01|  -7.023707e-02|           6.945043e-01|           6.945043e-01|     4.894698e+00|           9.844001e-01|
|GRB110509475|04 58 36.0|-26 58 48|   0.640|    0.779|  9.9409|       0.9896|   2.189097e+02|           3.888690e+01|           3.888690e+01|   6.878424e-03|           3.774274e-01|           3.774274e-01|     8.782684e+00|           1.029679e+00|
|GRB110517453|19 44 21.6|-73 45 36|   0.576|    1.810|  5.7809|       1.0357|   3.684794e+02|           1.085446e+02|           1.085446e+02|  -2.925493e-01|           5.535493e-01|           5.535493e-01|     5.134956e+00|           9.491085e-01|
|GRB110526715|06 49 55.2|-16 25 12|   0.448|    0.045| 11.6763|       1.4997|   4.549047e+02|           7.006784e+01|           7.006784e+01|  -2.932624e-01|           2.458749e-01|           2.458749e-01|     1.238821e+01|           1.261783e+00|
|GRB110529034|07 53 19.2|+67 54 36|   0.512|    0.091| 39.8222|       1.6445|   2.681666e+03|           3.952451e+02|           3.952451e+02|  -9.290931e-01|           4.308462e-02|           4.308462e-02|     4.436373e+01|           1.795204e+00|
|GRB110605780|16 08 21.6|-03 08 24|   1.536|    1.056|  5.0440|       0.9942|   1.776666e+02|           4.601953e+01|           4.601953e+01|   5.692559e-01|           1.176082e+00|           1.176082e+00|     4.073420e+00|           1.001481e+00|
|GRB110705151|10 24 05.8|+40 05 56|   0.192|    0.036| 40.7005|       1.6900|   1.021997e+03|           1.081988e+02|           1.081988e+02|  -1.418590e-01|           1.073539e-01|           1.073539e-01|     4.133987e+01|           1.604336e+00|
|GRB110717180|20 33 52.8|-07 51 00|   0.112|    0.072| 18.5252|       1.8389|   4.593614e+02|           8.642389e+01|           8.642389e+01|  -4.290687e-01|           1.909661e-01|           1.909661e-01|     2.008856e+01|           1.629613e+00|
|GRB110728056|11 06 24.0|+20 06 36|   0.704|    0.231|  4.7589|       0.9849|   7.819813e+02|           2.184640e+02|           2.184640e+02|  -2.645302e-01|           5.528194e-01|           5.528194e-01|     4.980886e+00|           8.962650e-01|
|GRB110801335|16 33 04.8|-57 03 36|   0.384|    0.326| 14.7422|       3.1142|   2.236328e+05|           1.074013e+07|           1.074013e+07|  -1.611481e+00|           1.868641e-01|           1.868641e-01|     1.416837e+01|           3.380771e+00|
|GRB110916016|00 16 26.4|+40 21 36|   1.792|    1.993|  3.9383|       0.9529|   1.847744e+06|           2.260681e+08|           2.260681e+08|  -1.319120e+00|           8.229887e-02|           8.229887e-02|     3.677580e+00|           1.022147e+00|
|GRB110923481|12 05 28.8|-01 36 00|   1.664|    0.264|  3.3931|       0.9363|               |                       |                       |               |                       |                       |                 |                       |
|GRB111001804|22 40 02.4|-15 19 48|   0.384|    1.361|  4.1801|       0.7021|   2.974670e+02|           8.942949e+01|           8.942949e+01|   4.029626e-01|           9.369494e-01|           9.369494e-01|     4.113949e+00|           8.816782e-01|
|GRB111011094|02 31 50.4|-12 31 48|   1.472|    0.771| 14.8901|       1.1707|   2.606005e+02|           4.255902e+01|           4.255902e+01|  -8.857471e-02|           2.761235e-01|           2.761235e-01|     1.551382e+01|           1.294056e+00|
|GRB111022854|06 58 00.0|-33 06 36|   0.192|    0.707|  6.1131|       1.0411|   4.388054e+02|           1.398688e+02|           1.398688e+02|  -5.691605e-01|           3.909639e-01|           3.909639e-01|     7.009956e+00|           1.059618e+00|
|GRB111024896|06 04 55.2|-01 45 00|   0.960|    1.032|  7.4369|       1.1822|   6.296583e+02|           2.931730e+02|           2.931730e+02|  -2.470960e-01|           5.119498e-01|           5.119498e-01|     6.355190e+00|           1.113294e+00|
|GRB111103948|13 26 19.2|-43 09 36|   0.320|    0.181|  8.9864|       1.4483|   2.547424e+03|           1.103815e+03|           1.103815e+03|  -9.216887e-01|           1.617707e-01|           1.617707e-01|     7.912199e+00|           1.075916e+00|
|GRB111112908|14 54 52.8|+28 48 36|   0.224|    0.097| 16.0422|       0.9847|   8.902384e+02|           1.503688e+02|           1.503688e+02|  -2.434747e-01|           1.848964e-01|           1.848964e-01|     1.503370e+01|           1.107967e+00|
|GRB111117510|00 50 46.2|+23 00 39|   0.432|    0.082| 10.9255|       1.0641|   2.875588e+02|           3.698651e+01|           3.698651e+01|   9.910418e-01|           5.881605e-01|           5.881605e-01|     9.672171e+00|           9.621069e-01|
|GRB111207512|10 59 31.2|-17 56 24|   0.768|    1.145|  3.7119|       0.7731|   2.176597e+02|           5.360039e+01|           5.360039e+01|   8.839138e-01|           1.380393e+00|           1.380393e+00|     3.104595e+00|           7.955923e-01|
|GRB111222619|11 56 46.3|+69 02 10|   0.288|    0.036| 62.3025|       3.5360|   8.003752e+02|           1.010191e+02|           1.010191e+02|  -6.813289e-01|           8.643365e-02|           8.643365e-02|     6.432199e+01|           3.281651e+00|
|GRB120101354|12 23 28.8|+52 54 36|   0.128|    0.072|  7.4363|       0.9739|   1.855407e+02|           4.364617e+01|           4.364617e+01|  -1.139208e-01|           4.064665e-01|           4.064665e-01|     8.384075e+00|           1.020949e+00|
|GRB120129312|01 46 04.8|-08 30 36|   1.280|    0.689|  3.3233|       1.0171|   1.251220e+03|           6.897300e+02|           6.897300e+02|  -4.193780e-01|           6.595052e-01|           6.595052e-01|     2.727386e+00|           7.307672e-01|
|GRB120205285|16 13 40.1|+25 54 00|   0.576|    0.272|  2.2835|       0.6170|   4.606164e+03|           1.814154e+03|           1.814154e+03|  -6.900896e-01|           2.225251e-01|           2.225251e-01|     2.758939e+00|           7.908588e-01|
|GRB120210650|03 38 36.0|-58 31 12|   1.344|    0.264| 11.0655|       1.2638|   2.715625e+03|           2.215692e+04|           2.215692e+04|  -1.702458e+00|           1.306379e-01|           1.306379e-01|     5.206389e+00|           9.922259e-01|
|GRB120212353|20 13 36.0|-48 06 00|   0.864|    0.577|  5.3143|       1.1531|   4.032774e+02|           1.769429e+02|           1.769429e+02|  -7.156650e-01|           5.426943e-01|           5.426943e-01|     5.877692e+00|           1.256561e+00|
|GRB120222021|19 58 12.0|+26 29 24|   1.088|    0.143| 24.0154|       1.7080|   1.731015e+02|           2.639329e+01|           2.639329e+01|  -5.452367e-01|           2.163634e-01|           2.163634e-01|     2.263930e+01|           1.716477e+00|
|GRB120302722|01 36 21.6|+09 42 36|   1.600|    0.779|  6.1993|       1.4902|   1.747082e+03|           1.764709e+03|           1.764709e+03|  -9.910655e-01|           2.488945e-01|           2.488945e-01|     6.940234e+00|           1.272458e+00|
|GRB120314412|01 11 33.6|-48 43 48|   1.280|    1.086|  3.2911|       0.9163|   3.939342e+02|           1.163652e+02|           1.163652e+02|   1.680444e-01|           9.743178e-01|           9.743178e-01|     3.247205e+00|           7.919294e-01|
|GRB120323507|22 41 37.7|+29 43 01|   0.384|    0.036|603.1930|       8.2158|   4.137892e+02|           3.430414e+01|           3.430414e+01|  -1.517448e+00|           2.187896e-02|           2.187896e-02|     5.873088e+02|           8.100156e+00|
|GRB120327418|11 21 38.4|+23 45 36|   0.256|    1.319|  7.9422|       1.7572|   2.394732e+02|           1.276648e+02|           1.276648e+02|  -5.063750e-01|           6.416296e-01|           6.416296e-01|     6.644358e+00|           1.481774e+00|
|GRB120410585|10 38 31.2|-17 00 00|   1.088|    1.180|  8.7611|       1.0655|   9.536964e+02|           2.019615e+02|           2.019615e+02|  -2.050364e-01|           2.512271e-01|           2.512271e-01|     8.780404e+00|           8.956136e-01|
|GRB120415891|12 42 45.6|+04 54 36|   0.960|    0.264|  4.5670|       1.1136|   1.807118e+03|           8.454546e+02|           8.454546e+02|  -7.229258e-01|           1.732448e-01|           1.732448e-01|     7.646677e+00|           1.026521e+00|
|GRB120429003|11 03 55.2|-08 45 36|   1.664|    0.968|  5.1793|       1.1055|   1.406515e+02|           4.267004e+01|           4.267004e+01|  -4.952632e-01|           6.649257e-01|           6.649257e-01|     5.363851e+00|           1.084210e+00|
|GRB120509619|13 01 33.6|+38 18 36|   0.704|    1.404|  3.5883|       0.8519|   1.210650e+03|           3.634099e+02|           3.634099e+02|   1.445913e+00|           1.535593e+00|           1.535593e+00|     3.129174e+00|           6.942041e-01|
|GRB120519721|12 01 00.0|+20 33 00|   1.056|    0.451| 12.7132|       1.3959|   4.201888e+02|           9.393076e+01|           9.393076e+01|  -3.845034e-01|           2.527152e-01|           2.527152e-01|     1.446094e+01|           1.462904e+00|
|GRB120524134|23 52 36.0|-15 36 36|   0.704|    0.466| 17.6580|       2.0193|   8.926160e+01|           1.174448e+01|           1.174448e+01|  -4.862122e-01|           4.439977e-01|           4.439977e-01|     1.666462e+01|           1.806737e+00|
|GRB120603439|13 15 10.6|+04 19 34|   0.384|    0.345| 13.7043|       1.2632|               |                       |                       |               |                       |                       |                 |                       |
|GRB120608489|15 19 55.2|-26 07 12|   0.960|    1.611|  6.8154|       1.2662|   5.447712e+02|           1.617966e+02|           1.617966e+02|  -5.709092e-01|           3.080775e-01|           3.080775e-01|     7.763037e+00|           1.139206e+00|
|GRB120609580|04 29 16.8|+13 00 00|   1.792|    0.810|  5.0538|       1.1071|   1.040224e+03|           3.655066e+03|           3.655066e+03|  -1.421632e+00|           3.876867e-01|           3.876867e-01|     5.200230e+00|           1.192767e+00|
|GRB120612687|02 38 40.8|-37 54 36|   0.256|    0.453| 11.0439|       1.2270|   1.202877e+03|           4.670665e+02|           4.670665e+02|  -6.017774e-01|           2.027163e-01|           2.027163e-01|     1.231866e+01|           1.350574e+00|
|GRB120616630|05 18 45.6|+56 26 24|   0.048|    0.484|  7.2297|       1.0567|   6.781469e+02|           1.942314e+02|           1.942314e+02|   1.297713e-01|           5.013526e-01|           5.013526e-01|     7.289043e+00|           9.665833e-01|
|GRB120619884|12 42 57.6|-25 01 12|   0.960|    0.960|  4.1544|       0.9911|   4.091680e+02|           1.432229e+02|           1.432229e+02|   8.001305e-01|           1.307534e+00|           1.307534e+00|     3.252930e+00|           6.879383e-01|
|GRB120624309|00 19 05.5|+07 10 01|   0.640|    0.160| 76.8390|       2.1699|   4.231105e+03|           3.437583e+02|           3.437583e+02|  -7.162299e-01|           3.250545e-02|           3.250545e-02|     7.758891e+01|           2.445112e+00|
|GRB120629565|11 44 38.4|-00 36 00|   0.704|    1.026|  3.3907|       0.8674|   2.525847e+02|           7.355664e+01|           7.355664e+01|   2.104134e+00|           2.838253e+00|           2.838253e+00|     2.037646e+00|           5.961869e-01|
|GRB120701654|12 10 55.2|-45 42 00|   1.024|    1.451|  6.6793|       2.1329|               |                       |                       |               |                       |                       |                 |                       |
|GRB120727354|10 53 02.4|+25 05 24|   0.896|    1.280|  3.0381|       0.8692|               |                       |                       |               |                       |                       |                 |                       |
|GRB120805706|02 00 31.2|-21 30 36|   1.856|    1.296|  2.7208|       1.0323|               |                       |                       |               |                       |                       |                 |                       |
|GRB120811014|02 54 37.9|-31 40 30|   0.448|    0.091| 20.9913|       1.3074|   8.354348e+02|           9.678571e+01|           9.678571e+01|   3.922996e-01|           2.483716e-01|           2.483716e-01|     2.016087e+01|           1.401852e+00|
|GRB120814201|01 44 45.6|+22 27 00|   0.896|    1.032| 10.7365|       2.6377|   4.810727e+03|           2.557008e+03|           2.557008e+03|  -1.147522e+00|           1.438501e-01|           1.438501e-01|     1.081516e+01|           2.054820e+00|
|GRB120814803|06 02 16.8|+33 07 48|   0.192|    0.272|  3.8940|       0.8191|   2.339867e+02|           5.345267e+01|           5.345267e+01|   2.827459e+00|           2.425501e+00|           2.425501e+00|     3.075175e+00|           6.205950e-01|
|GRB120817168|00 33 14.4|-26 25 41|   0.160|    0.113| 47.0313|       2.0809|   9.383804e+02|           1.425740e+02|           1.425740e+02|  -6.318409e-01|           7.362431e-02|           7.362431e-02|     5.061652e+01|           1.911784e+00|
|GRB120822628|12 06 52.8|+80 33 36|   1.536|    0.842|  3.3556|       0.9221|               |                       |                       |               |                       |                       |                 |                       |
|GRB120830297|05 54 00.4|-28 42 05|   0.896|    0.231| 10.4984|       0.9332|   8.743542e+02|           1.658322e+02|           1.658322e+02|   2.011684e-01|           3.120947e-01|           3.120947e-01|     1.107069e+01|           9.403524e-01|
|GRB120831901|09 36 04.8|-16 12 36|   0.384|    0.547|  9.9497|       1.3481|   3.033800e+02|           9.519421e+01|           9.519421e+01|  -1.476404e-01|           4.754835e-01|           4.754835e-01|     9.598577e+00|           1.383607e+00|
|GRB120915000|13 57 24.0|+67 19 12|   0.576|    1.318|  6.0365|       0.9272|   1.913682e+03|           1.311943e+03|           1.311943e+03|  -7.193626e-01|           2.785541e-01|           2.785541e-01|     5.526066e+00|           1.044357e+00|
|GRB120916085|05 28 09.6|-19 13 12|   1.280|    1.493|  4.1375|       0.8495|   1.082550e+03|           1.461658e+03|           1.461658e+03|  -9.377513e-01|           3.925572e-01|           3.925572e-01|     4.916805e+00|           1.048623e+00|
|GRB121004211|09 09 50.4|-11 01 12|   1.536|    0.572|  5.8357|       1.2366|   7.294752e+01|           1.063767e+01|           1.063767e+01|   1.998477e+00|           1.606285e+00|           1.606285e+00|     5.146885e+00|           1.064255e+00|
|GRB121012724|02 13 40.8|+14 34 48|   0.448|    0.091| 12.4083|       1.0918|   7.034066e+02|           1.686218e+02|           1.686218e+02|  -3.111188e-01|           2.266234e-01|           2.266234e-01|     1.173561e+01|           1.071997e+00|
|GRB121014638|21 21 26.4|-44 07 12|   0.576|    0.979|  3.2712|       0.9878|   5.885718e+02|           7.343333e+02|           7.343333e+02|  -9.598272e-01|           4.791005e-01|           4.791005e-01|     4.161681e+00|           9.944591e-01|
|GRB121023322|20 55 26.4|-04 22 48|   0.512|    0.181| 11.0238|       1.3825|   2.015308e+03|           1.030269e+03|           1.030269e+03|  -1.033539e+00|           1.432722e-01|           1.432722e-01|     1.089296e+01|           1.287997e+00|
|GRB121112806|05 15 55.2|-55 26 24|   1.280|    1.358|  3.7375|       0.7812|   6.972255e+02|           1.533833e+02|           1.533833e+02|   1.165798e+00|           1.115919e+00|           1.115919e+00|     4.577824e+00|           6.267957e-01|
|GRB121116459|12 03 31.2|-74 47 24|   0.832|    0.590|  7.2602|       1.2820|   7.039280e+02|           2.561306e+02|           2.561306e+02|   2.791715e-01|           7.397159e-01|           7.397159e-01|     7.997539e+00|           1.330360e+00|
|GRB121124606|05 51 43.2|+49 33 00|   0.256|    0.842|  5.3311|       1.2490|   5.025656e+02|           2.806934e+02|           2.806934e+02|  -5.404419e-01|           4.405057e-01|           4.405057e-01|     5.480879e+00|           9.615095e-01|
|GRB121127914|11 45 45.1|-52 24 50|   0.640|    0.405| 20.3580|       1.6580|   1.056519e+03|           1.860701e+02|           1.860701e+02|  -2.976100e-01|           1.852704e-01|           1.852704e-01|     1.998681e+01|           1.738809e+00|
|GRB130127743|16 44 12.0|-17 04 12|   0.144|    0.804|  7.3089|       0.8818|   1.357729e+03|           6.070685e+02|           6.070685e+02|  -3.850514e-01|           2.807441e-01|           2.807441e-01|     7.997879e+00|           9.316493e-01|
|GRB130204484|07 02 33.6|+41 55 12|   0.192|    0.091|  9.1210|       1.0194|   1.694898e+03|           8.871304e+02|           8.871304e+02|  -8.230923e-01|           1.760415e-01|           1.760415e-01|     9.962236e+00|           1.197912e+00|
|GRB130219626|14 06 24.0|+12 13 12|   1.536|    1.405|  6.4731|       1.1268|   3.213014e+02|           1.074863e+02|           1.074863e+02|  -1.935322e-01|           4.903654e-01|           4.903654e-01|     6.768946e+00|           1.046187e+00|
|GRB130307126|10 23 59.0|+22 59 53|   0.384|    0.091|  9.9317|       1.1452|   1.665634e+03|           4.579452e+02|           4.579452e+02|  -7.573689e-01|           1.073224e-01|           1.073224e-01|     1.723913e+01|           1.250515e+00|
|GRB130325005|02 01 45.6|+62 03 36|   0.640|    0.453|  6.1340|       1.0356|   1.549492e+02|           5.425668e+01|           5.425668e+01|  -5.539447e-01|           4.935768e-01|           4.935768e-01|     6.242178e+00|           9.610356e-01|
|GRB130404877|01 53 09.6|+56 29 24|   0.960|    1.729|  4.0935|       1.0511|   2.051595e+02|           7.893551e+01|           7.893551e+01|  -8.578122e-02|           7.507921e-01|           7.507921e-01|     4.212188e+00|           9.610762e-01|
|GRB130416770|03 24 50.4|-18 15 00|   0.192|    0.425| 23.5942|       1.4287|   1.137651e+03|           1.563715e+02|           1.563715e+02|  -3.619996e-01|           1.056304e-01|           1.056304e-01|     2.406516e+01|           1.336115e+00|
|GRB130503214|14 18 52.8|-11 33 00|   0.880|    0.910|  5.2646|       1.0458|   3.888279e+02|           2.002075e+02|           2.002075e+02|  -6.316568e-01|           4.081592e-01|           4.081592e-01|     6.110423e+00|           1.003496e+00|
|GRB130504314|23 11 48.5|-05 44 20|   0.384|    0.181| 40.4754|       2.2473|   1.399500e+03|           1.422853e+02|           1.422853e+02|  -4.686747e-01|           7.340792e-02|           7.340792e-02|     4.239321e+01|           1.929098e+00|
|GRB130515056|18 53 41.3|-54 16 52|   0.256|    0.091| 20.6012|       2.3298|   5.114674e+02|           6.572339e+01|           6.572339e+01|  -1.295649e-01|           2.080850e-01|           2.080850e-01|     2.159692e+01|           1.796071e+00|
|GRB130617564|04 58 55.2|-60 03 36|   0.768|    0.630|  7.5461|       2.1944|   2.808223e+02|           1.426210e+02|           1.426210e+02|  -3.881040e-01|           7.057866e-01|           7.057866e-01|     7.660851e+00|           2.049304e+00|
|GRB130622615|20 50 57.6|+24 27 36|   0.960|    0.429|  5.6686|       1.0547|   2.818124e+02|           7.354848e+01|           7.354848e+01|   2.775406e-01|           6.686880e-01|           6.686880e-01|     5.820336e+00|           9.584309e-01|
|GRB130626452|18 12 31.2|-09 31 52|   1.728|    0.771|  6.1668|       1.0846|   4.191440e+02|           2.152829e+02|           2.152829e+02|  -4.999808e-01|           5.282479e-01|           5.282479e-01|     8.320490e+00|           1.723875e+00|
|GRB130628860|20 51 19.2|+06 06 00|   0.512|    0.143| 21.2316|       1.5544|   9.434278e+02|           1.297936e+02|           1.297936e+02|  -2.111940e-01|           1.442582e-01|           1.442582e-01|     2.249636e+01|           1.239898e+00|
|GRB130701761|21 43 45.6|-30 53 24|   1.600|    0.143| 17.4054|       1.2600|   8.353549e+02|           1.457213e+02|           1.457213e+02|  -2.898997e-01|           1.719277e-01|           1.719277e-01|     1.734636e+01|           1.188646e+00|
|GRB130705398|10 25 12.0|+47 24 36|   0.128|    0.528|  6.1562|       1.0067|   5.059506e+02|           1.991337e+02|           1.991337e+02|  -2.910184e-02|           5.471916e-01|           5.471916e-01|     6.215778e+00|           9.018783e-01|
|GRB130706900|19 57 26.4|+56 28 48|   0.128|    1.118|  7.4901|       0.9799|   4.495187e+02|           1.922159e+02|           1.922159e+02|  -6.464414e-01|           2.805456e-01|           2.805456e-01|     8.253650e+00|           9.958144e-01|
|GRB130716442|11 58 19.4|+63 03 25|   0.768|    0.389|  5.7289|       0.8983|   6.337230e+02|           5.941397e+02|           5.941397e+02|  -5.594119e-01|           4.691375e-01|           4.691375e-01|     6.035294e+00|           9.905178e-01|
|GRB130802730|05 21 07.2|-07 37 12|   0.064|    0.258|  8.8557|       1.2444|   3.664930e+02|           9.146757e+01|           9.146757e+01|   2.633268e-01|           5.128493e-01|           5.128493e-01|     8.864291e+00|           1.158124e+00|
|GRB130804023|18 40 07.2|-76 09 00|   0.960|    0.091| 40.6837|       1.7634|   5.316207e+02|           4.227811e+01|           4.227811e+01|  -1.474129e-01|           1.024001e-01|           1.024001e-01|     4.561435e+01|           1.685095e+00|
|GRB130808253|10 50 52.8|+33 22 48|   0.256|    0.898| 20.7561|       2.2646|   9.155299e+01|           1.396646e+01|           1.396646e+01|  -2.170403e-01|           4.542345e-01|           4.542345e-01|     1.908083e+01|           1.976905e+00|
|GRB130912358|03 10 21.7|+13 59 44|   0.512|    0.143| 15.5580|       1.4690|   8.908319e+02|           2.477873e+02|           2.477873e+02|  -9.660625e-01|           1.080754e-01|           1.080754e-01|     1.865363e+01|           1.488268e+00|
|GRB130919173|19 49 24.0|-11 43 48|   0.960|    0.143| 17.5060|       1.3971|   1.197571e+02|           1.469702e+01|           1.469702e+01|  -3.259751e-01|           2.707984e-01|           2.707984e-01|     1.693778e+01|           1.292293e+00|
|GRB130924910|05 14 21.6|+39 15 36|   1.792|    3.167|  3.7894|       1.1449|   4.241173e+03|           5.698108e+04|           5.698108e+04|  -1.681587e+00|           3.085222e-01|           3.085222e-01|     4.155437e+00|           1.135135e+00|
|GRB131004904|19 44 27.6|-02 57 36|   1.152|    0.590|  9.8180|       1.7138|   1.258451e+02|           4.367506e+01|           4.367506e+01|  -1.198996e+00|           4.884478e-01|           4.884478e-01|     9.588720e+00|           1.593852e+00|
|GRB131006367|21 41 31.2|-26 37 48|   0.128|    0.389|  4.0193|       0.9601|   3.899019e+03|           4.034823e+03|           4.034823e+03|  -1.033458e+00|           2.374084e-01|           2.374084e-01|     4.754280e+00|           1.188246e+00|
|GRB131126163|14 21 43.2|+53 31 48|   0.128|    0.353| 36.0332|       2.1051|   5.561556e+02|           6.879132e+01|           6.879132e+01|   1.615959e-01|           2.027172e-01|           2.027172e-01|     3.711222e+01|           2.065156e+00|
|GRB131128629|23 41 13.9|+31 18 23|   1.984|    0.543|  5.6379|       1.2279|   8.953919e+01|           1.895003e+01|           1.895003e+01|  -2.309291e-01|           9.295219e-01|           9.295219e-01|     5.339855e+00|           1.085694e+00|
|GRB131217108|05 46 21.6|+30 36 00|   0.768|    1.924|  8.1645|       1.2469|   1.737197e+03|           4.335547e+02|           4.335547e+02|  -3.934521e-01|           1.779398e-01|           1.779398e-01|     8.626961e+00|           1.125659e+00|
|GRB140105065|13 52 52.8|+50 10 12|   1.088|    0.466|  8.1613|       1.1934|   3.521313e+02|           9.834958e+01|           9.834958e+01|  -5.255561e-01|           2.863460e-01|           2.863460e-01|     8.306650e+00|           1.068025e+00|
|GRB140105748|16 51 31.2|+19 01 48|   0.576|    0.716|  4.8626|       1.0805|   4.406319e+02|           1.934723e+02|           1.934723e+02|  -6.718473e-01|           5.797630e-01|           5.797630e-01|     4.438525e+00|           1.040941e+00|
|GRB140109771|06 50 57.6|+29 45 36|   0.704|    0.773|  5.9714|       1.7297|   6.798425e+02|           4.470374e+02|           4.470374e+02|  -4.246088e-01|           6.896335e-01|           6.896335e-01|     5.537066e+00|           1.545335e+00|
|GRB140110411|03 22 33.6|-69 17 24|   0.768|    0.345|  3.6824|       1.1925|               |                       |                       |               |                       |                       |                 |                       |
|GRB140129499|12 13 36.0|-10 19 12|   0.128|    0.707|  6.8064|       1.3466|   6.200573e+02|           3.989823e+02|           3.989823e+02|  -8.223526e-01|           3.418981e-01|           3.418981e-01|     7.429599e+00|           1.245943e+00|
|GRB140209313|05 25 18.7|+32 29 17|   1.408|    0.264|120.5320|       3.4375|   2.439309e+02|           1.287468e+01|           1.287468e+01|  -4.093948e-01|           7.495597e-02|           7.495597e-02|     1.288537e+02|           3.684250e+00|
|GRB140329272|06 09 24.0|-41 04 48|   0.064|    0.295|  7.7015|       0.9803|   7.624386e+02|           3.711664e+02|           3.711664e+02|  -6.840443e-01|           2.567725e-01|           2.567725e-01|     7.802759e+00|           9.074858e-01|
|GRB140402007|13 50 22.1|+05 58 16|   0.320|    0.630|  4.6006|       0.7449|   1.307770e+03|           2.688407e+02|           2.688407e+02|   1.542825e-01|           4.148616e-01|           4.148616e-01|     5.232550e+00|           7.489911e-01|
|GRB140428906|00 08 01.4|+68 10 19|   0.320|    0.286| 17.5643|       1.9887|   5.883480e+02|           1.467611e+02|           1.467611e+02|  -3.654187e-01|           2.869019e-01|           2.869019e-01|     1.797415e+01|           1.935796e+00|
|GRB140501139|11 27 31.2|+24 38 24|   0.256|    0.630|  5.6356|       1.2761|   6.241074e+02|           3.152231e+02|           3.152231e+02|  -2.407975e-01|           5.383693e-01|           5.383693e-01|     5.459257e+00|           9.869430e-01|
|GRB140511095|21 59 02.4|-30 03 36|   1.408|    0.889|  9.4036|       1.0314|   3.184117e+02|           6.950069e+01|           6.950069e+01|  -5.439525e-01|           2.546540e-01|           2.546540e-01|     1.112797e+01|           1.241078e+00|
|GRB140518709|16 16 09.6|-77 51 36|   0.704|    0.466|  5.3743|       1.1495|   3.770820e+02|           9.411816e+01|           9.411816e+01|   2.450511e+00|           2.360468e+00|           2.360468e+00|     4.278999e+00|           9.244980e-01|
|GRB140526571|09 31 57.6|-10 57 00|   0.064|    0.834|  4.0560|       0.8978|   4.216570e+02|           1.419644e+02|           1.419644e+02|   6.078001e-01|           9.309478e-01|           9.309478e-01|     4.335729e+00|           7.621741e-01|
|GRB140605377|08 07 09.6|-53 51 36|   0.512|    0.320| 11.2358|       0.8909|   7.118329e+02|           1.190956e+02|           1.190956e+02|   9.595379e-02|           2.769067e-01|           2.769067e-01|     1.126534e+01|           8.884862e-01|
