

Results from heasarc_fermigbrst: Fermi GBM Burst Catalog
Coordinate system:  Equatorial
|name        |ra        |dec      |t90     |t90_error|flux_64 |flux_64_error|pflx_comp_epeak|pflx_comp_epeak_pos_err|pflx_comp_epeak_neg_err|pflx_comp_index|pflx_comp_index_pos_err|pflx_comp_index_neg_err|pflx_comp_phtflux|pflx_comp_phtflux_error|
|GRB170604603|22 41 45.6|+40 40 12|   0.320|    0.143| 12.7764|       0.9614|   1.243219e+03|           3.128556e+02|           3.128556e+02|  -2.829023e-01|           1.955984e-01|           1.955984e-01|     1.252331e+01|           1.131646e+00|
|GRB170708046|22 23 20.4|+19 47 53|   0.144|    0.045| 55.6362|       1.9829|   3.154425e+02|           3.709110e+01|           3.709110e+01|  -8.172887e-01|           8.724117e-02|           8.724117e-02|     5.710522e+01|           2.176759e+00|
|GRB170709334|20 40 09.6|+02 12 00|   1.856|    0.898| 10.0937|       1.0484|   5.658079e+02|           1.548347e+02|           1.548347e+02|  -3.246891e-01|           3.279418e-01|           3.279418e-01|     1.061132e+01|           1.126981e+00|
|GRB170711713|18 34 26.4|+17 14 24|   1.152|    1.288|  5.5665|       0.9214|   2.396317e+03|           1.022816e+03|           1.022816e+03|  -7.376640e-01|           1.862738e-01|           1.862738e-01|     7.519271e+00|           1.067602e+00|
|GRB170714049|01 12 48.0|+29 32 24|   0.224|    0.396|  6.0685|       0.7532|   4.863318e+02|           1.047144e+02|           1.047144e+02|   5.380000e-01|           6.821513e-01|           6.821513e-01|     5.679253e+00|           7.356974e-01|
|GRB170726249|11 05 40.8|-34 00 00|   1.792|    0.923|  4.7420|       0.9225|   2.279216e+02|           5.894810e+01|           5.894810e+01|   5.396659e-03|           8.469119e-01|           8.469119e-01|     4.054892e+00|           9.041622e-01|
|GRB170816599|23 23 21.8|+12 51 11|   1.600|    0.143| 26.5651|       1.5493|   1.249177e+03|           1.131312e+02|           1.131312e+02|   1.741488e-02|           1.225761e-01|           1.225761e-01|     2.712399e+01|           1.390063e+00|
|GRB170818137|19 48 52.8|+06 21 00|   0.576|    2.519| 14.2539|       1.5469|   7.990772e+01|           7.923195e+00|           7.923195e+00|   5.976977e-01|           5.232536e-01|           5.232536e-01|     1.397450e+01|           1.519915e+00|
|GRB170826369|04 17 21.1|+21 04 26|   0.256|    0.091| 16.1790|       1.7710|   1.135050e+03|           4.980803e+02|           4.980803e+02|  -9.939100e-01|           1.662234e-01|           1.662234e-01|     1.703147e+01|           1.517464e+00|
|GRB170827818|03 15 09.6|-65 22 48|   0.832|    0.405|  6.6360|       1.0209|   1.923344e+02|           2.957541e+01|           2.957541e+01|   1.815662e-01|           5.746156e-01|           5.746156e-01|     6.358835e+00|           9.515888e-01|
|GRB170912985|05 34 16.8|+07 12 00|   0.480|    1.000|  6.9194|       1.0165|   2.087830e+03|           8.925195e+02|           8.925195e+02|  -9.531915e-01|           1.430260e-01|           1.430260e-01|     7.253462e+00|           9.631945e-01|
|GRB170915520|17 19 19.2|-10 33 36|   0.640|    0.870|  5.7928|       0.9705|   5.840536e+02|           1.170296e+02|           1.170296e+02|   1.942068e-01|           4.511910e-01|           4.511910e-01|     6.051283e+00|           7.924339e-01|
|GRB170918139|02 26 14.4|+03 31 12|   0.128|    0.163|  7.1822|       1.4642|   2.249422e+02|           5.600139e+01|           5.600139e+01|  -1.344546e-01|           5.895154e-01|           5.895154e-01|     7.310918e+00|           1.320799e+00|
|GRB170926782|22 56 28.8|-26 15 00|   0.896|    0.181|  8.1053|       0.9622|   1.198617e+02|           1.952158e+01|           1.952158e+01|  -7.378980e-02|           5.030271e-01|           5.030271e-01|     8.542455e+00|           1.092966e+00|
|GRB171008080|15 30 21.6|+24 01 12|   1.472|    1.537|  7.0458|       2.3352|               |                       |                       |               |                       |                       |                 |                       |
|GRB171011810|11 48 09.6|+26 55 48|   0.480|    0.935|  4.7832|       0.6365|   6.244161e+02|           3.415432e+02|           3.415432e+02|  -1.051887e-01|           6.214292e-01|           6.214292e-01|     4.641722e+00|           7.757139e-01|
|GRB171030729|04 56 21.6|-19 33 00|   0.096|    1.016| 11.6396|       2.2344|   5.060793e+01|           2.653721e+00|           2.653721e+00|  -2.003000e+00|           5.319707e-17|           5.319707e-17|     9.229517e+00|           1.845244e+00|
|GRB171108656|07 19 48.5|+29 05 28|   0.032|    0.023|686.5420|     166.4890|   1.445740e+02|           1.392999e+01|           1.392999e+01|   1.683243e-01|           2.716879e-01|           2.716879e-01|     2.633084e+01|           1.984306e+00|
|GRB171126235|15 51 21.6|+46 45 36|   1.472|    0.143| 97.2131|       6.0745|   1.028706e+02|           6.277557e+00|           6.277557e+00|   1.606201e-01|           1.917879e-01|           1.917879e-01|     3.788049e+01|           1.666944e+00|
|GRB171207055|20 57 33.6|+51 40 12|   0.176|    0.072|  5.3358|       1.0850|   6.143219e+02|           2.111393e+02|           2.111393e+02|  -5.283204e-01|           3.457910e-01|           3.457910e-01|     6.000948e+00|           9.908957e-01|
|GRB171219279|17 58 28.8|-18 01 48|   1.152|    1.190|  4.6159|       0.9404|   1.316213e+02|           1.133253e+02|           1.133253e+02|  -2.008000e+00|           2.609818e-07|           2.609818e-07|     5.795682e+00|           1.160931e+00|
|GRB171223818|07 43 21.6|-33 28 48|   0.384|    0.295| 23.8275|       1.1559|   3.409735e+02|           1.861966e+02|           1.861966e+02|  -2.021859e+00|           7.533746e-04|           7.533746e-04|     2.659175e+01|           1.660543e+00|
|GRB171230119|21 41 09.6|-12 21 00|   1.280|    0.528|  6.9667|       1.0671|   3.208530e+03|           1.058817e+03|           1.058817e+03|  -8.757231e-01|           1.703634e-01|           1.703634e-01|     6.201288e+00|           9.731511e-01|
|GRB180103090|01 41 36.0|+28 00 36|   0.016|    0.036|  4.9041|       2.3876|               |                       |                       |               |                       |                       |                 |                       |
|GRB180110608|08 25 21.6|+51 16 12|   1.536|    1.619|  3.2267|       1.1878|               |                       |                       |               |                       |                       |                 |                       |
|GRB180123820|08 19 26.4|+30 00 00|   0.320|    0.932|  2.9524|       0.9244|   3.162015e+02|           1.165464e+02|           1.165464e+02|   5.428377e-01|           1.029858e+00|           1.029858e+00|     3.407997e+00|           7.657738e-01|
|GRB180128215|00 49 02.4|-26 06 00|   0.208|    0.400|  8.0600|       0.9737|   5.361563e+02|           1.179984e+02|           1.179984e+02|   2.097923e-02|           3.124175e-01|           3.124175e-01|     8.490023e+00|           1.029685e+00|
|GRB180128881|21 32 43.2|-13 33 00|   1.792|    0.923|  3.0553|       0.7740|               |                       |                       |               |                       |                       |                 |                       |
|GRB180130744|09 07 19.2|+52 41 24|   0.256|    0.916|  6.2686|       2.3431|   1.851227e+02|           2.646654e+01|           2.646654e+01|   3.157620e+00|           3.361705e+00|           3.361705e+00|     4.641294e+00|           1.363818e+00|
|GRB180131528|20 28 14.4|-43 39 36|   0.960|    0.659|  2.6437|       1.0021|   9.977587e+02|           4.203927e+02|           4.203927e+02|  -4.518117e-01|           7.018819e-01|           7.018819e-01|     3.153929e+00|           8.354762e-01|
|GRB180201706|16 45 16.8|-43 28 12|   0.192|    0.548|  9.1756|       1.1735|   3.917053e+02|           9.982303e+01|           9.982303e+01|  -4.700218e-01|           2.758776e-01|           2.758776e-01|     9.041887e+00|           1.037216e+00|
|GRB180201780|05 03 16.8|+52 30 00|   0.640|    0.547|  6.7468|       1.3130|   2.747770e+01|           1.366495e+02|           1.366495e+02|  -1.901872e+00|           6.036993e-01|           6.036993e-01|     1.471563e+02|           6.545641e+01|
|GRB180204109|22 00 32.2|+30 50 17|   1.152|    0.091| 19.6614|       1.5738|   1.292188e+03|           2.089072e+02|           2.089072e+02|  -4.455150e-01|           1.051908e-01|           1.051908e-01|     2.413161e+01|           1.320150e+00|
|GRB180206203|15 22 57.6|+20 23 24|   0.448|    0.181|  6.8325|       1.1208|   1.873404e+02|           4.068453e+01|           4.068453e+01|   6.434211e-01|           8.020254e-01|           8.020254e-01|     6.675580e+00|           1.099409e+00|
|GRB180225417|12 03 55.2|-09 29 24|   0.896|    1.134|  5.4213|       0.8810|   6.150071e+02|           1.078213e+02|           1.078213e+02|   1.313351e+00|           9.163525e-01|           9.163525e-01|     5.929502e+00|           6.722265e-01|
|GRB180227211|06 34 26.4|-05 26 24|   0.288|    1.438|  8.0981|       1.3595|   3.526666e+03|           4.082564e+03|           4.082564e+03|  -1.230169e+00|           1.367079e-01|           1.367079e-01|     9.165582e+00|           1.373392e+00|
|GRB180311074|03 35 48.0|-35 46 12|   0.960|    0.528| 15.9209|       2.6684|   3.503100e+02|           9.094418e+01|           9.094418e+01|  -5.988068e-01|           4.762051e-01|           4.762051e-01|     1.257823e+01|           2.637879e+00|
|GRB180313978|21 10 02.4|-26 33 00|   0.080|    0.410| 16.1316|       1.0752|   2.994746e+02|           4.018320e+01|           4.018320e+01|  -1.805949e-02|           2.364472e-01|           2.364472e-01|     1.631301e+01|           1.165131e+00|
|GRB180402406|16 47 37.2|-14 57 47|   0.448|    0.326| 17.5097|       1.4000|   1.239158e+03|           1.967391e+02|           1.967391e+02|  -1.458848e-01|           1.562007e-01|           1.562007e-01|     1.815699e+01|           1.300638e+00|
|GRB180402481|22 34 31.2|-27 49 12|   0.256|    0.181|  9.4006|       1.8147|   2.935263e+02|           6.695320e+01|           6.695320e+01|   4.678000e-01|           6.830636e-01|           6.830636e-01|     1.052965e+01|           1.765476e+00|
|GRB180404848|06 46 38.4|+12 33 36|   0.544|    0.842| 19.4061|       2.3236|   7.924372e+01|           1.167377e+01|           1.167377e+01|  -5.398976e-01|           4.735268e-01|           4.735268e-01|     1.830647e+01|           2.004369e+00|
|GRB180417689|20 36 48.0|-19 30 36|   0.256|    1.218|  6.9955|       1.1197|   1.955497e+03|           7.831924e+02|           7.831924e+02|  -8.599361e-01|           1.726617e-01|           1.726617e-01|     8.063596e+00|           1.057543e+00|
|GRB180511364|16 41 40.8|-08 10 48|   0.128|    1.207|  9.2077|       0.9902|   6.731649e+02|           2.039008e+02|           2.039008e+02|  -6.328759e-01|           2.588810e-01|           2.588810e-01|     8.791561e+00|           1.103854e+00|
|GRB180511437|17 11 07.2|+09 04 12|   1.984|    0.968|  7.6375|       1.2015|   1.742733e+02|           4.818878e+01|           4.818878e+01|  -6.353887e-01|           4.739114e-01|           4.739114e-01|     7.509757e+00|           1.183276e+00|
|GRB180523782|11 13 31.2|+49 27 00|   1.984|    1.350|  4.5709|       0.8723|   8.450244e+02|           3.049649e+02|           3.049649e+02|   1.100766e-01|           7.098418e-01|           7.098418e-01|     4.782365e+00|           6.962272e-01|
|GRB180525151|06 53 09.6|+19 55 48|   0.544|    0.689|  8.9971|       1.0660|   9.013311e+02|           2.943226e+02|           2.943226e+02|  -7.369432e-01|           2.124744e-01|           2.124744e-01|     8.818534e+00|           1.036290e+00|
|GRB180602938|05 44 12.0|-62 46 48|   0.008|    0.736| 14.3085|       1.3579|   4.498111e+02|           8.035486e+01|           8.035486e+01|  -4.051915e-01|           2.026743e-01|           2.026743e-01|     1.498968e+01|           1.213269e+00|
|GRB180617872|07 07 33.6|+24 52 12|   1.920|    0.779|  9.2669|       1.3305|   1.437076e+02|           2.571983e+01|           2.571983e+01|  -3.814163e-01|           4.490023e-01|           4.490023e-01|     8.699431e+00|           1.180681e+00|
|GRB180625941|02 36 31.2|-62 18 36|   0.704|    0.680|  7.4689|       1.6615|   5.521861e+02|           1.592051e+02|           1.592051e+02|  -6.720000e-02|           6.528068e-01|           6.528068e-01|     6.834946e+00|           1.375338e+00|
|GRB180626392|19 00 14.4|+44 49 12|   0.960|    0.405| 10.0016|       1.6106|   4.700422e+02|           1.398973e+02|           1.398973e+02|  -5.284390e-01|           3.062643e-01|           3.062643e-01|     1.160761e+01|           1.835894e+00|
|GRB180703949|06 27 40.8|-29 52 48|   1.536|    0.091|109.2360|       3.0868|   2.072146e+02|           9.464752e+00|           9.464752e+00|  -2.658783e-01|           7.816118e-02|           7.816118e-02|     1.087565e+02|           2.855431e+00|
|GRB180715741|14 02 36.0|+82 03 36|   1.664|    1.421|  5.8005|       1.4420|   7.765297e+02|           2.745975e+02|           2.745975e+02|  -2.200449e-01|           3.983535e-01|           3.983535e-01|     7.837290e+00|           1.136297e+00|
|GRB180715755|15 40 16.6|-00 55 30|   0.704|    0.286|  8.4063|       1.2844|   4.940098e+02|           1.403912e+02|           1.403912e+02|  -2.167186e-01|           3.033661e-01|           3.033661e-01|     9.634616e+00|           1.277972e+00|
|GRB180718082|22 24 04.6|+02 47 24|   0.080|    0.182|  9.0129|       0.9926|               |                       |                       |               |                       |                       |                 |                       |
|GRB180721642|15 40 36.0|+12 55 12|   0.064|    0.072|  5.2222|       1.0762|               |                       |                       |               |                       |                       |                 |                       |
|GRB180727594|23 06 39.6|-63 03 02|   0.896|    0.286|  8.4128|       1.4241|               |                       |                       |               |                       |                       |                 |                       |
|GRB180728882|14 48 18.7|+15 56 31|   0.832|    0.580| 16.3266|       1.6357|               |                       |                       |               |                       |                       |                 |                       |
|GRB180730018|06 32 07.2|+44 32 24|   0.256|    0.707|  9.4510|       1.8408|               |                       |                       |               |                       |                       |                 |                       |
|GRB180801276|16 03 40.8|-11 25 48|   0.320|    0.551|  6.8285|       0.7474|               |                       |                       |               |                       |                       |                 |                       |
|GRB180803590|04 46 31.2|+57 39 00|   0.384|    2.382|  4.4711|       0.8945|               |                       |                       |               |                       |                       |                 |                       |
|GRB180805543|01 43 15.1|-17 30 11|   0.960|    0.590|  8.3198|       1.1272|               |                       |                       |               |                       |                       |                 |                       |
|GRB180910352|17 34 43.2|-34 56 24|   0.256|    0.842| 36.1511|      10.3584|               |                       |                       |               |                       |                       |                 |                       |
|GRB180913783|23 23 24.0|+44 22 12|   0.768|    0.143|  7.2412|       0.9670|   3.835256e+02|           1.138315e+02|           1.138315e+02|  -5.302222e-01|           3.500451e-01|           3.500451e-01|     6.747623e+00|           1.006176e+00|
|GRB180925407|12 07 38.4|-25 21 36|   0.896|    0.923|  5.9350|       1.4730|               |                       |                       |               |                       |                       |                 |                       |
|GRB181002617|18 01 38.4|-06 29 24|   1.664|    0.202|  5.6275|       1.0049|               |                       |                       |               |                       |                       |                 |                       |
|GRB181016718|00 45 43.2|+22 22 48|   0.080|    0.788|  7.2417|       1.4274|               |                       |                       |               |                       |                       |                 |                       |
|GRB181121307|08 43 48.0|+31 30 00|   0.256|    0.528|  3.3610|       1.1340|               |                       |                       |               |                       |                       |                 |                       |
|GRB181121401|16 45 52.8|+37 34 48|   0.192|    0.516|  6.0643|       0.9032|               |                       |                       |               |                       |                       |                 |                       |
|GRB181126162|05 22 19.2|+18 42 36|   1.664|    0.453|  7.4040|       1.0236|   1.591253e+03|           6.539425e+02|           6.539425e+02|  -4.999191e-01|           1.938862e-01|           1.938862e-01|     7.251944e+00|           9.521781e-01|
|GRB181128129|00 41 04.8|-64 18 00|   1.728|    2.166|  3.3307|       0.9762|               |                       |                       |               |                       |                       |                 |                       |
|GRB181222841|20 44 36.0|+22 51 36|   0.576|    0.023|628.0690|       7.8313|               |                       |                       |               |                       |                       |                 |                       |
|GRB181224987|12 51 57.6|-36 18 00|   1.088|    0.487|  6.9640|       1.7350|               |                       |                       |               |                       |                       |                 |                       |
|GRB181225786|21 50 07.2|+76 15 36|   1.792|    1.286|  9.6764|       1.2022|               |                       |                       |               |                       |                       |                 |                       |
|GRB190118937|16 35 38.4|+77 08 24|   0.576|    0.453| 16.9679|       4.4185|               |                       |                       |               |                       |                       |                 |                       |
|GRB190226515|14 57 43.2|-08 36 36|   0.192|    0.132| 11.0941|       1.1355|               |                       |                       |               |                       |                       |                 |                       |
|GRB190323548|01 01 19.2|-03 52 48|   1.280|    1.864|  3.8041|       0.8296|               |                       |                       |               |                       |                       |                 |                       |
|GRB190409901|15 19 52.8|-33 07 48|   1.600|    2.673|  4.6590|       1.3179|               |                       |                       |               |                       |                       |                 |                       |
|GRB190420981|21 17 09.6|-66 24 36|   1.472|    0.551|  6.2043|       0.9531|               |                       |                       |               |                       |                       |                 |                       |
|GRB190427190|18 40 51.1|+40 19 19|   0.368|    0.072| 18.8148|       1.9619|               |                       |                       |               |                       |                       |                 |                       |
|GRB190504678|09 09 43.2|+33 00 36|   0.704|    0.528|  5.0404|       1.0374|               |                       |                       |               |                       |                       |                 |                       |
|GRB190505051|22 21 33.6|+42 10 48|   0.032|    0.025|  8.4080|       1.1311|               |                       |                       |               |                       |                       |                 |                       |
|GRB190507712|05 44 52.8|-61 52 48|   0.096|    0.705|  4.0320|       0.8313|               |                       |                       |               |                       |                       |                 |                       |
|GRB190510430|08 32 31.2|+33 33 00|   0.640|    0.091|  8.8894|       0.8451|               |                       |                       |               |                       |                       |                 |                       |
|GRB190515190|09 10 44.9|+29 16 34|   1.264|    0.471|  8.1743|       0.8857|               |                       |                       |               |                       |                       |                 |                       |
|GRB190525032|22 32 04.8|+05 27 00|   0.896|    0.202|  8.0021|       0.7541|               |                       |                       |               |                       |                       |                 |                       |
|GRB190531568|18 16 40.8|+38 51 36|   0.320|    0.943|  3.6159|       1.3579|               |                       |                       |               |                       |                       |                 |                       |
|GRB190601325|10 51 55.2|+54 35 24|   0.640|    0.749|  7.0909|       0.9167|               |                       |                       |               |                       |                       |                 |                       |
|GRB190606080|05 06 09.6|-00 40 48|   0.224|    0.036|119.0890|       2.7156|               |                       |                       |               |                       |                       |                 |                       |
|GRB190630257|20 27 55.2|-01 19 48|   0.224|    0.187| 14.1657|       1.1468|               |                       |                       |               |                       |                       |                 |                       |
|GRB190712018|22 44 14.4|-38 24 36|   1.792|    0.462|  3.4582|       1.3097|               |                       |                       |               |                       |                       |                 |                       |
|GRB190724031|11 21 24.0|+15 09 00|   0.080|    1.136|  9.0125|       0.9422|               |                       |                       |               |                       |                       |                 |                       |
|GRB190728271|23 46 45.6|+05 25 48|   0.832|    0.905| 18.6020|       1.9184|               |                       |                       |               |                       |                       |                 |                       |
|GRB190810675|12 55 07.2|-37 33 36|   0.160|    0.137| 18.6410|       1.6705|               |                       |                       |               |                       |                       |                 |                       |
|GRB190813520|07 05 31.2|-23 16 12|   0.192|    0.873|  2.5748|       1.0486|               |                       |                       |               |                       |                       |                 |                       |
|GRB190822705|08 49 04.8|-08 04 48|   0.768|    0.389|  6.7756|       1.0451|               |                       |                       |               |                       |                       |                 |                       |
|GRB190903722|04 09 43.2|-64 51 36|   0.272|    0.322| 20.5127|       1.4190|               |                       |                       |               |                       |                       |                 |                       |
|GRB190905985|15 37 55.2|+03 07 12|   0.704|    1.032| 11.6003|       1.7385|               |                       |                       |               |                       |                       |                 |                       |
|GRB190913155|16 53 21.6|+44 58 12|   0.128|    1.235|  9.9142|       1.3349|               |                       |                       |               |                       |                       |                 |                       |
|GRB191031891|18 53 06.0|+47 38 20|   0.256|    0.023| 48.7051|       1.5980|               |                       |                       |               |                       |                       |                 |                       |
|GRB191117637|10 29 40.1|+07 14 00|   1.280|    0.870|  5.4492|       1.0904|               |                       |                       |               |                       |                       |                 |                       |
|GRB191203290|22 09 33.6|+51 48 36|   0.832|    0.640|  3.9433|       1.3086|               |                       |                       |               |                       |                       |                 |                       |
|GRB191227723|17 12 40.8|-26 00 36|   0.208|    0.066| 80.7647|       2.4067|               |                       |                       |               |                       |                       |                 |                       |
|GRB200126466|03 57 52.8|-59 37 12|   0.768|    1.168|  6.2729|       0.9453|               |                       |                       |               |                       |                       |                 |                       |
|GRB200128153|10 34 36.0|+41 34 12|   0.576|    0.181| 14.1250|       2.3808|               |                       |                       |               |                       |                       |                 |                       |
|GRB200129409|23 05 07.2|-44 58 12|   0.112|    0.464| 10.6731|       1.5482|               |                       |                       |               |                       |                       |                 |                       |
|GRB200219317|22 50 33.1|-59 07 12|   1.152|    1.032| 16.1355|       1.0981|               |                       |                       |               |                       |                       |                 |                       |
|GRB200221162|10 28 24.0|+33 08 24|   1.728|    1.336|  3.6624|       1.4045|               |                       |                       |               |                       |                       |                 |                       |
|GRB200224416|12 28 04.8|-19 33 00|   0.064|    1.922|  6.9505|       1.2275|               |                       |                       |               |                       |                       |                 |                       |
|GRB200306934|23 18 07.2|+05 06 00|   0.992|    1.226|  7.3297|       1.3198|               |                       |                       |               |                       |                       |                 |                       |
|GRB200307894|05 36 43.2|-46 12 36|   1.664|    0.659|  6.1175|       0.8810|               |                       |                       |               |                       |                       |                 |                       |
|GRB200325138|02 06 52.9|-31 48 58|   0.960|    0.143|  9.2701|       1.4642|               |                       |                       |               |                       |                       |                 |                       |
|GRB200327873|15 46 09.6|-04 13 01|   0.640|    0.590| 19.1955|       1.4208|               |                       |                       |               |                       |                       |                 |                       |
|GRB200411187|03 10 39.0|-52 19 05|   1.440|    0.506| 11.8633|       1.4822|               |                       |                       |               |                       |                       |                 |                       |
|GRB200415367|00 47 32.4|-25 15 47|   0.144|    0.036| 73.6947|       2.0504|   9.976246e+02|           4.495441e+01|           4.495441e+01|   3.936071e-01|           8.798939e-02|           8.798939e-02|     7.827908e+01|           1.962585e+00|
|GRB200420106|20 18 26.4|-20 16 12|   0.320|    1.036|  3.1190|       1.0359|               |                       |                       |               |                       |                       |                 |                       |
|GRB200423579|21 40 04.8|+66 46 48|   0.032|    0.403|  8.2415|       1.0931|               |                       |                       |               |                       |                       |                 |                       |
|GRB200501435|03 03 31.2|-19 30 00|   1.536|    0.905| 10.3826|       1.1341|               |                       |                       |               |                       |                       |                 |                       |
|GRB200514380|15 53 16.8|+37 13 12|   1.664|    0.607|  3.1173|       0.8999|               |                       |                       |               |                       |                       |                 |                       |
|GRB200605762|06 23 21.4|+50 57 14|   0.320|    0.072| 42.9782|       1.7233|               |                       |                       |               |                       |                       |                 |                       |
|GRB200617679|23 56 26.4|-59 49 48|   1.216|    0.487|  3.0426|       1.3064|               |                       |                       |               |                       |                       |                 |                       |
|GRB200623138|16 08 22.8|+53 28 04|   0.096|    0.136|  4.6166|       0.8760|               |                       |                       |               |                       |                       |                 |                       |
|GRB200623752|22 52 19.0|-53 22 41|   0.704|    0.453|  8.4599|       0.9588|               |                       |                       |               |                       |                       |                 |                       |
|GRB200703341|16 23 38.4|-07 22 12|   0.704|    0.580| 12.4974|       1.5035|               |                       |                       |               |                       |                       |                 |                       |
|GRB200706231|05 57 24.0|+54 36 36|   0.832|    0.577|  4.7058|       1.0715|               |                       |                       |               |                       |                       |                 |                       |
|GRB200710036|05 11 31.2|+03 58 48|   0.288|    1.314|  6.5247|       0.9445|               |                       |                       |               |                       |                       |                 |                       |
|GRB200714344|12 41 43.2|-53 57 00|   0.960|    0.264| 12.7485|       1.3468|               |                       |                       |               |                       |                       |                 |                       |
|GRB200826187|00 18 40.8|+35 17 24|   1.136|    0.132| 64.2526|       2.0508|               |                       |                       |               |                       |                       |                 |                       |
|GRB200915144|23 38 38.4|+34 57 00|   1.536|    1.409|  2.3135|       0.9125|               |                       |                       |               |                       |                       |                 |                       |
|GRB200915846|12 35 33.6|+43 18 00|   0.960|    0.320| 12.5183|       1.8287|               |                       |                       |               |                       |                       |                 |                       |
|GRB200920651|14 04 28.8|-24 20 24|   1.472|    1.864|  3.3643|       1.2140|               |                       |                       |               |                       |                       |                 |                       |
|GRB200920831|10 32 02.4|+07 07 12|   0.384|    0.968| 12.0112|       1.0309|               |                       |                       |               |                       |                       |                 |                       |
|GRB200922718|12 08 04.8|-01 57 36|   0.320|    0.091|  5.3308|       0.8611|               |                       |                       |               |                       |                       |                 |                       |
|GRB200923748|08 25 12.0|-54 15 00|   0.640|    0.320|  4.4191|       0.9841|               |                       |                       |               |                       |                       |                 |                       |
|GRB200928290|03 55 31.2|-14 25 48|   0.128|    0.516|  5.1990|       1.2437|               |                       |                       |               |                       |                       |                 |                       |
|GRB201103259|16 35 24.0|+70 58 48|   0.192|    0.091|  5.5691|       1.0172|               |                       |                       |               |                       |                       |                 |                       |
|GRB201104622|15 03 00.0|+39 25 12|   0.960|    0.547|  4.4920|       1.4144|               |                       |                       |               |                       |                       |                 |                       |
|GRB201105482|20 59 55.2|+34 30 00|   0.960|    1.056|  4.0648|       1.1403|               |                       |                       |               |                       |                       |                 |                       |
|GRB201109105|09 04 21.6|-05 07 48|   0.448|    0.264| 18.4435|       1.1941|               |                       |                       |               |                       |                       |                 |                       |
|GRB201130230|11 03 43.2|+29 37 48|   1.280|    0.781|  5.3103|       1.1231|               |                       |                       |               |                       |                       |                 |                       |
|GRB201214672|12 31 53.0|+09 06 11|   0.448|    0.181|  5.0790|       0.7505|               |                       |                       |               |                       |                       |                 |                       |
|GRB201221591|07 22 26.4|+32 02 24|   0.032|    0.369| 15.7784|       1.4022|               |                       |                       |               |                       |                       |                 |                       |
|GRB201221963|11 24 14.2|+42 08 36|   0.144|    0.066| 40.6065|       2.1297|               |                       |                       |               |                       |                       |                 |                       |
|GRB201227635|11 20 29.0|-73 36 47|   0.112|    0.116|103.1770|       4.8904|               |                       |                       |               |                       |                       |                 |                       |
|GRB201231622|08 18 28.8|+39 03 36|   0.256|    0.500|  8.1044|       1.3049|               |                       |                       |               |                       |                       |                 |                       |
|GRB210119121|18 51 13.0|-61 48 04|   0.048|    0.058| 11.7462|       1.3178|               |                       |                       |               |                       |                       |                 |                       |
